assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoformpanther_family	date	annotation_extension_class	taxon
BHF-UCL	MGI:MGI:98419	Sri	MGI:MGI:5487506|PMID:22338092		GO:0042994	cytoplasmic sequestering of transcription factor	IMP			20130128		NCBITaxon:10090
BHF-UCL	MGI:MGI:98419	Sri	MGI:MGI:5487506|PMID:22338092		GO:2000678	negative regulation of transcription regulatory region DNA binding	IMP			20130128		NCBITaxon:10090
MGI	MGI:MGI:88192	Smarca4	PMID:19342595		GO:0043388	positive regulation of DNA binding	IGI	MGI:MGI:2137495		20110620		NCBITaxon:10090
UniProt	MGI:MGI:95276	Epha7	MGI:MGI:3582020|PMID:15902206		GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	IDA			20110824		NCBITaxon:10090
MGI	MGI:MGI:2446285	Wdr24	PMID:31915252		GO:0045860	positive regulation of protein kinase activity	IMP			20220802	PR:000049942|PR:000049940	NCBITaxon:10090
MGI	MGI:MGI:88138	Bcl2	PMID:17382917		GO:0043085	positive regulation of catalytic activity	IMP			20080508	GO:0003824	NCBITaxon:10090
MGI	MGI:MGI:88138	Bcl2	PMID:9681465		GO:0050790	regulation of catalytic activity	IMP	MGI:MGI:1857134		20080508	GO:0003824	NCBITaxon:10090
MGI	MGI:MGI:106918	Hif1a	PMID:15328538		GO:0050790	regulation of catalytic activity	IMP	MGI:MGI:2386679		20071127	GO:0003824	NCBITaxon:10090
UniProt	MGI:MGI:1916910	Tmbim1	MGI:MGI:5572875|PMID:16636500		GO:0043086	negative regulation of catalytic activity	IMP			20140515	UniProtKB:P41245|UniProtKB:P33434	NCBITaxon:10090
ARUK-UCL	MGI:MGI:106271	Mapre2	MGI:MGI:6189265|PMID:25490267		GO:0043547	positive regulation of GTPase activity	IMP			20180627	CL:0000312|UniProtKB:P62331	NCBITaxon:10090
MGI	MGI:MGI:88516	Cryab	PMID:16439475		GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	IGI	MGI:MGI:88515		20100120		NCBITaxon:10090
MGI	MGI:MGI:88515	Cryaa	PMID:16439475		GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	IGI	MGI:MGI:88516		20100120		NCBITaxon:10090
MGI	MGI:MGI:88508	Crk	PMID:25621495		GO:0090630	activation of GTPase activity	IGI	MGI:MGI:104580		20181101		NCBITaxon:10090
MGI	MGI:MGI:88508	Crk	PMID:25621495		GO:0090630	activation of GTPase activity	IGI	MGI:MGI:104686		20181101		NCBITaxon:10090
MGI	MGI:MGI:88508	Crk	PMID:25621495		GO:0090630	activation of GTPase activity	IGI	MGI:MGI:97302		20181101		NCBITaxon:10090
MGI	MGI:MGI:106211	Cdc42	PMID:19244314		GO:0043393	regulation of protein binding	IDA			20190716		NCBITaxon:10090
MGI	MGI:MGI:106211	Cdc42	PMID:15728722		GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	IMP			20060106		NCBITaxon:10090
MGI	MGI:MGI:106202	Spink1	PMID:3428272		GO:0010466	negative regulation of peptidase activity	IDA			20130305		NCBITaxon:10090
MGI	MGI:MGI:106202	Spink1	PMID:20110462		GO:1900004	negative regulation of serine-type endopeptidase activity	IMP	MGI:MGI:3613294		20130129	GO:0004252	NCBITaxon:10090
MGI	MGI:MGI:106202	Spink1	PMID:22228629		GO:1900004	negative regulation of serine-type endopeptidase activity	IDA			20130129	GO:0004252	NCBITaxon:10090
BHF-UCL	MGI:MGI:98779	Tnnc1	MGI:MGI:3793921|PMID:8785301		GO:0043462	regulation of ATP-dependent activity	IDA			20080512		NCBITaxon:10090
BHF-UCL	MGI:MGI:98754	Timp3	MGI:MGI:5659805|PMID:24812324		GO:1904684	negative regulation of metalloendopeptidase activity	IMP			20160210	CL:0002544	NCBITaxon:10090
UniProt	MGI:MGI:98747	Thy1	MGI:MGI:3796911|PMID:18346467		GO:2000298	regulation of Rho-dependent protein serine/threonine kinase activity	IDA			20170302		NCBITaxon:10090
MGI	MGI:MGI:98729	Tgfbr2	PMID:16806156		GO:0032147	activation of protein kinase activity	IDA			20080416		NCBITaxon:10090
MGI	MGI:MGI:98725	Tgfb1	PMID:15282343		GO:0051101	regulation of DNA binding	IDA			20050520		NCBITaxon:10090
MGI	MGI:MGI:98725	Tgfb1	PMID:15282343		GO:0051098	regulation of binding	IDA			20050520		NCBITaxon:10090
UniProt	MGI:MGI:3612191	Nlrc5	MGI:MGI:4454346|PMID:20434986		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA			20100804		NCBITaxon:10090
UniProt	MGI:MGI:88497	Crhbp	MGI:MGI:5315362|PMID:12895416		GO:2000310	regulation of NMDA receptor activity	IDA			20120109		NCBITaxon:10090
MGI	MGI:MGI:2137495	Myocd	PMID:19342595		GO:0043388	positive regulation of DNA binding	IGI	MGI:MGI:88192		20110620		NCBITaxon:10090
MGI	MGI:MGI:106198	Stfa1	PMID:16831429		GO:0010951	negative regulation of endopeptidase activity	IDA			20130116		NCBITaxon:10090
MGI	MGI:MGI:106197	Stfa2	PMID:16831429		GO:0010951	negative regulation of endopeptidase activity	IDA			20130116		NCBITaxon:10090
MGI	MGI:MGI:106184	Npm1	PMID:17015463		GO:0045860	positive regulation of protein kinase activity	IDA			20081204		NCBITaxon:10090
MGI	MGI:MGI:98368	Sox6	PMID:27880909		GO:0051090	regulation of DNA-binding transcription factor activity	IMP	MGI:MGI:2447148		20221102		NCBITaxon:10090
MGI	MGI:MGI:98352	Sod2	PMID:9927656		GO:0050790	regulation of catalytic activity	IMP	MGI:MGI:1857344		20080711		NCBITaxon:10090
MGI	MGI:MGI:2149034	Obox4	PMID:20154267		GO:0043407	negative regulation of MAP kinase activity	IMP			20120530	GO:0004707	NCBITaxon:10090
BHF-UCL	MGI:MGI:1101760	Bicd1	MGI:MGI:4887309|PMID:20164183		GO:1900275	negative regulation of phospholipase C activity	IDA			20120404		NCBITaxon:10090
BHF-UCL	MGI:MGI:1101760	Bicd1	MGI:MGI:4887309|PMID:20164183		GO:1900276	regulation of proteinase activated receptor activity	IDA			20120404		NCBITaxon:10090
UniProt	MGI:MGI:103013	Cacna1c	MGI:MGI:6243790|PMID:24086669		GO:0045762	positive regulation of adenylate cyclase activity	IDA			20181009		NCBITaxon:10090
MGI	MGI:MGI:88059	App	PMID:17920016		GO:0043393	regulation of protein binding	IGI	MGI:MGI:88047		20120305		NCBITaxon:10090
MGI	MGI:MGI:88059	App	PMID:17920016		GO:0043393	regulation of protein binding	IMP	MGI:MGI:2136847		20120305		NCBITaxon:10090
MGI	MGI:MGI:88059	App	PMID:17556541		GO:0007176	regulation of epidermal growth factor-activated receptor activity	IGI	MGI:MGI:88047		20071221		NCBITaxon:10090
BHF-UCL	MGI:MGI:88057	Apoe	MGI:MGI:3850619|PMID:15654758		GO:1905920	positive regulation of CoA-transferase activity	IMP			20220217	GO:0090205	NCBITaxon:10090
MGI	MGI:MGI:88050	Apoa2	PMID:10357838		GO:0060192	negative regulation of lipase activity	IMP	MGI:MGI:2157148		20080119		NCBITaxon:10090
MGI	MGI:MGI:88049	Apoa1	PMID:16245952		GO:0051347	positive regulation of transferase activity	IMP	MGI:MGI:1857127		20070910		NCBITaxon:10090
MGI	MGI:MGI:88049	Apoa1	PMID:15995171		GO:0051346	negative regulation of hydrolase activity	IGI	MGI:MGI:104993		20070910		NCBITaxon:10090
MGI	MGI:MGI:88047	Aplp2	PMID:17920016		GO:0043393	regulation of protein binding	IGI	MGI:MGI:88059		20120305		NCBITaxon:10090
MGI	MGI:MGI:88047	Aplp2	PMID:17556541		GO:0007176	regulation of epidermal growth factor-activated receptor activity	IGI	MGI:MGI:88059		20071221		NCBITaxon:10090
MGI	MGI:MGI:88038	Fabp4	PMID:15684432		GO:0006469	negative regulation of protein kinase activity	IMP	MGI:MGI:2148887		20051223		NCBITaxon:10090
UniProt	MGI:MGI:88026	Ank3	MGI:MGI:5613458|PMID:23903368		GO:1902260	negative regulation of delayed rectifier potassium channel activity	IMP			20141126		NCBITaxon:10090
BHF-UCL	MGI:MGI:88025	Ank2	MGI:MGI:4361760|PMID:19805355		GO:1901018	positive regulation of potassium ion transmembrane transporter activity	IMP			20120615		NCBITaxon:10090
BHF-UCL	MGI:MGI:88025	Ank2	MGI:MGI:4844023|PMID:20610380		GO:1901018	positive regulation of potassium ion transmembrane transporter activity	IMP			20120615	EMAPA:16105	NCBITaxon:10090
BHF-UCL	MGI:MGI:88025	Ank2	MGI:MGI:5427070|PMID:21859974		GO:1901019	regulation of calcium ion transmembrane transporter activity	IMP			20120917	UBERON:0004490	NCBITaxon:10090
BHF-UCL	MGI:MGI:88025	Ank2	MGI:MGI:5430886|PMID:18832177		GO:1901021	positive regulation of calcium ion transmembrane transporter activity	IMP			20140519	UniProtKB:P70414|EMAPA:35772	NCBITaxon:10090
BHF-UCL	MGI:MGI:88025	Ank2	MGI:MGI:4844023|PMID:20610380		GO:2001259	positive regulation of cation channel activity	IMP			20120615	EMAPA:16105	NCBITaxon:10090
BHF-UCL	MGI:MGI:88025	Ank2	MGI:MGI:4361760|PMID:19805355		GO:2001259	positive regulation of cation channel activity	IMP			20120615		NCBITaxon:10090
MGI	MGI:MGI:88025	Ank2	PMID:20610380		GO:2001257	regulation of cation channel activity	IMP	MGI:MGI:2179754		20120620	GO:0005261|MGI:MGI:107501	NCBITaxon:10090
UniProt	MGI:MGI:103063	Stat1	MGI:MGI:5447631|PMID:10692450		GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	IMP			20111129		NCBITaxon:10090
ARUK-UCL	MGI:MGI:103250	Calm2	MGI:MGI:6716978|PMID:33199372		GO:1901020	negative regulation of calcium ion transmembrane transporter activity	IDA			20210421	UniProtKB:Q8CGQ8|GO:1905913|EMAPA:16894	NCBITaxon:10090
MGI	MGI:MGI:3041243	Nfkbid	PMID:11931770		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA			20090702		NCBITaxon:10090
UniProt	MGI:MGI:3605641	Shisa7	MGI:MGI:6377643|PMID:31601770		GO:0106040	regulation of GABA-A receptor activity	IDA			20191128		NCBITaxon:10090
UniProt	MGI:MGI:3605641	Shisa7	MGI:MGI:6377643|PMID:31601770	not	GO:2000311	regulation of AMPA receptor activity	IDA			20191128		NCBITaxon:10090
SynGO	MGI:MGI:3605641	Shisa7	PMID:29199957		GO:0098962	regulation of postsynaptic neurotransmitter receptor activity	IPI			20220928	GO:0098978|UBERON:0002421	NCBITaxon:10090
SynGO	MGI:MGI:3605641	Shisa7	PMID:29199957		GO:0098962	regulation of postsynaptic neurotransmitter receptor activity	IDA			20220928	GO:0098978|UBERON:0002421	NCBITaxon:10090
SynGO	MGI:MGI:3605641	Shisa7	PMID:29199957		GO:0098962	regulation of postsynaptic neurotransmitter receptor activity	IMP			20220928	GO:0098978|UBERON:0002421	NCBITaxon:10090
MGI	MGI:MGI:2684993	Cytl1	PMID:17644814		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20071031	GO:0003700	NCBITaxon:10090
MGI	MGI:MGI:1195260	Fxyd2	PMID:15755730		GO:2000649	regulation of sodium ion transmembrane transporter activity	IMP	MGI:MGI:3586329		20141001		NCBITaxon:10090
UniProt	MGI:MGI:1195265	Per2	MGI:MGI:4881351|PMID:21035761		GO:2000678	negative regulation of transcription regulatory region DNA binding	IMP			20140507		NCBITaxon:10090
UniProt	MGI:MGI:2154239	Plxnb2	MGI:MGI:3712712|PMID:17554007		GO:0043087	regulation of GTPase activity	IMP			20120109		NCBITaxon:10090
CACAO	MGI:MGI:95691	Mstn	MGI:MGI:5619470|PMID:19357233		GO:0033673	negative regulation of kinase activity	IMP			20130204		NCBITaxon:10090
MGI	MGI:MGI:2429770	Nle1	PMID:23231322		GO:2001268	negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	IMP	MGI:MGI:2671871		20130726	GO:0097199|MGI:MGI:107739	NCBITaxon:10090
MGI	MGI:MGI:2429770	Nle1	PMID:23231322		GO:2001268	negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	IMP	MGI:MGI:2671874		20130726	GO:0097199|MGI:MGI:107739	NCBITaxon:10090
BHF-UCL	MGI:MGI:2179435	Nlgn1	MGI:MGI:5493186|PMID:23143522		GO:2000310	regulation of NMDA receptor activity	IMP			20150319	CL:1001571	NCBITaxon:10090
BHF-UCL	MGI:MGI:2179435	Nlgn1	MGI:MGI:3803801|PMID:17582332		GO:2000310	regulation of NMDA receptor activity	IDA			20110304		NCBITaxon:10090
BHF-UCL	MGI:MGI:2152213	Tirap	MGI:MGI:3531416|PMID:12447442		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20110127		NCBITaxon:10090
MGI	MGI:MGI:1917457	Taco1	PMID:27319982		GO:1904959	regulation of cytochrome-c oxidase activity	IMP	MGI:MGI:5905291		20191219		NCBITaxon:10090
MGI	MGI:MGI:1096873	Irf4	PMID:16428437		GO:0043388	positive regulation of DNA binding	IMP			20090309		NCBITaxon:10090
UniProt	MGI:MGI:1927664	Sirt2	MGI:MGI:5572869|PMID:17521387		GO:0043388	positive regulation of DNA binding	IDA			20140523		NCBITaxon:10090
MGI	MGI:MGI:1277961	Plec	PMID:26019234		GO:2000983	regulation of ATP citrate synthase activity	IMP	MGI:MGI:3721885		20210427	GO:0022904|GO:0030016	NCBITaxon:10090
MGI	MGI:MGI:1277961	Plec	PMID:12200133		GO:0006469	negative regulation of protein kinase activity	IMP			20210415	MGI:MGI:105917	NCBITaxon:10090
UniProt	MGI:MGI:1917016	Pik3ip1	MGI:MGI:3806716|PMID:18632611		GO:0043553	negative regulation of phosphatidylinositol 3-kinase activity	IDA			20120820		NCBITaxon:10090
MGI	MGI:MGI:1917004	Fbxo7	PMID:21652635		GO:0045736	negative regulation of cyclin-dependent protein serine/threonine kinase activity	IMP			20131025		NCBITaxon:10090
MGI	MGI:MGI:2387356	Ggnbp2	PMID:26764350		GO:0061099	negative regulation of protein tyrosine kinase activity	IMP	MGI:MGI:4072637		20170118	PR:000049780|PR:000037501	NCBITaxon:10090
MGI	MGI:MGI:1858952	Arhgef5	PMID:21525037		GO:0043547	positive regulation of GTPase activity	IDA			20120529		NCBITaxon:10090
MGI	MGI:MGI:1927248	Kcnj1	PMID:12130653		GO:1900128	regulation of G-protein activated inward rectifier potassium channel activity	IMP	MGI:MGI:2388372		20120809		NCBITaxon:10090
MGI	MGI:MGI:1920501	Setd7	PMID:23509280		GO:0051348	negative regulation of transferase activity	IDA			20141105		NCBITaxon:10090
MGI	MGI:MGI:109393	Slc4a1	PMID:18698006		GO:0051354	negative regulation of oxidoreductase activity	IMP			20190823	MGI:MGI:95640	NCBITaxon:10090
UniProt	MGI:MGI:109378	Epha8	MGI:MGI:5294313|PMID:11416136		GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	IDA			20110829		NCBITaxon:10090
UniProt	MGI:MGI:109360	Lmo4	MGI:MGI:5751633|PMID:25882817		GO:0033674	positive regulation of kinase activity	IDA			20160211		NCBITaxon:10090
MGI	MGI:MGI:109359	Nek2	PMID:14668482		GO:0043392	negative regulation of DNA binding	IDA			20110905		NCBITaxon:10090
MGI	MGI:MGI:109340	Pitx2	PMID:21035439		GO:0043388	positive regulation of DNA binding	IDA			20111024		NCBITaxon:10090
BHF-UCL	MGI:MGI:109334	Irs2	MGI:MGI:3851274|PMID:19523444		GO:0033673	negative regulation of kinase activity	IMP			20091221		NCBITaxon:10090
MGI	MGI:MGI:2182465	Vrk3	PMID:18035061		GO:0032516	positive regulation of phosphoprotein phosphatase activity	IPI	PR:Q9D7X3		20100225		NCBITaxon:10090
CACAO	MGI:MGI:103022	Reln	MGI:MGI:5426130|PMID:21852430		GO:0032793	positive regulation of CREB transcription factor activity	IMP			20111022		NCBITaxon:10090
BHF-UCL	MGI:MGI:103022	Reln	MGI:MGI:5426130|PMID:21852430		GO:0032793	positive regulation of CREB transcription factor activity	IDA			20120502		NCBITaxon:10090
BHF-UCL	MGI:MGI:103022	Reln	MGI:MGI:5426130|PMID:21852430		GO:0061098	positive regulation of protein tyrosine kinase activity	IDA			20120502		NCBITaxon:10090
CACAO	MGI:MGI:103022	Reln	MGI:MGI:5426130|PMID:21852430		GO:0061098	positive regulation of protein tyrosine kinase activity	IMP			20111022		NCBITaxon:10090
CACAO	MGI:MGI:103022	Reln	MGI:MGI:5619457|PMID:21814183		GO:2000310	regulation of NMDA receptor activity	IMP			20111022		NCBITaxon:10090
BHF-UCL	MGI:MGI:103022	Reln	MGI:MGI:4442532|PMID:20357114		GO:2000310	regulation of NMDA receptor activity	IMP			20120502		NCBITaxon:10090
CACAO	MGI:MGI:103022	Reln	MGI:MGI:3765383|PMID:17229826		GO:2000969	positive regulation of AMPA receptor activity	IMP			20111022		NCBITaxon:10090
BHF-UCL	MGI:MGI:103022	Reln	MGI:MGI:3765383|PMID:17229826		GO:2000969	positive regulation of AMPA receptor activity	IDA			20120316		NCBITaxon:10090
MGI	MGI:MGI:103022	Reln	PMID:12526740		GO:0045860	positive regulation of protein kinase activity	IGI	MGI:MGI:108554		20060807	GO:0004672	NCBITaxon:10090
MGI	MGI:MGI:103022	Reln	PMID:12526740		GO:0045860	positive regulation of protein kinase activity	IDA			20060807	GO:0004672	NCBITaxon:10090
MGI	MGI:MGI:103022	Reln	PMID:12526740		GO:0045860	positive regulation of protein kinase activity	IGI	MGI:MGI:1340044		20060807	GO:0004672	NCBITaxon:10090
MGI	MGI:MGI:103022	Reln	PMID:12526740		GO:0045860	positive regulation of protein kinase activity	IGI	MGI:MGI:98935		20060807	GO:0004672	NCBITaxon:10090
MGI	MGI:MGI:2674130	Cnksr3	PMID:22851176		GO:2000651	positive regulation of sodium ion transmembrane transporter activity	IMP			20130507		NCBITaxon:10090
BHF-UCL	MGI:MGI:1096391	Nrxn1	MGI:MGI:5284755|PMID:19098102		GO:2000310	regulation of NMDA receptor activity	IDA			20110713		NCBITaxon:10090
BHF-UCL	MGI:MGI:1096391	Nrxn1	MGI:MGI:5306551|PMID:20869594		GO:2000311	regulation of AMPA receptor activity	IDA			20111223		NCBITaxon:10090
BHF-UCL	MGI:MGI:1096391	Nrxn1	MGI:MGI:5284755|PMID:19098102		GO:2000311	regulation of AMPA receptor activity	IDA			20110713		NCBITaxon:10090
MGI	MGI:MGI:1096377	Traip	PMID:9109628		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA			20180417		NCBITaxon:10090
MGI	MGI:MGI:1096372	Ybx2	PMID:17035640		GO:0051100	negative regulation of binding	IMP	MGI:MGI:3576937		20080402		NCBITaxon:10090
UniProt	MGI:MGI:1920455	C9orf72	MGI:MGI:5818605|PMID:27723745		GO:1904425	negative regulation of GTP binding	IMP			20171016		NCBITaxon:10090
SynGO	MGI:MGI:1096362	Nrxn2	PMID:25745399		GO:0098962	regulation of postsynaptic neurotransmitter receptor activity	IMP			20220928	GO:0098978|UBERON:0000956	NCBITaxon:10090
SynGO	MGI:MGI:1096362	Nrxn2	PMID:25745399		GO:0098962	regulation of postsynaptic neurotransmitter receptor activity	IDA			20220928	GO:0098978|UBERON:0000956	NCBITaxon:10090
UniProt	MGI:MGI:102960	Txk	MGI:MGI:1335923|PMID:10213685		GO:0007202	activation of phospholipase C activity	IMP			20110913		NCBITaxon:10090
UniProt	MGI:MGI:109619	Neurog2	MGI:MGI:2686763|PMID:14697366		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20110520		NCBITaxon:10090
MGI	MGI:MGI:1917232	Spink2	PMID:21705336		GO:1900004	negative regulation of serine-type endopeptidase activity	IDA			20130115		NCBITaxon:10090
UniProt	MGI:MGI:109605	Srgap2	MGI:MGI:4366584|PMID:19737524		GO:0043547	positive regulation of GTPase activity	IDA			20120530		NCBITaxon:10090
MGI	MGI:MGI:1917202	Tunar	PMID:24530304		GO:0035563	positive regulation of chromatin binding	IMP			20150119	GO:0003682	NCBITaxon:10090
MGI	MGI:MGI:1930964	Thap11	PMID:26876175		GO:2000825	positive regulation of androgen receptor activity	IMP	MGI:MGI:3052237|MGI:MGI:3797582		20220125		NCBITaxon:10090
MGI	MGI:MGI:102806	Acvr2a	PMID:16093358		GO:0050999	regulation of nitric-oxide synthase activity	IMP	MGI:MGI:1861779		20061229	GO:0004517	NCBITaxon:10090
ParkinsonsUK-UCL	MGI:MGI:109531	Cdc37	MGI:MGI:5607224|PMID:21855797		GO:0045859	regulation of protein kinase activity	IDA			20151102	UniProtKB:O70405	NCBITaxon:10090
UniProt	MGI:MGI:1917153	Rasip1	MGI:MGI:5052000|PMID:21396893		GO:0043087	regulation of GTPase activity	IMP			20120104		NCBITaxon:10090
MGI	MGI:MGI:109521	Htr2a	PMID:17720578		GO:0033674	positive regulation of kinase activity	IMP			20131220	GO:0016301|MGI:MGI:97548	NCBITaxon:10090
MGI	MGI:MGI:109520	Pafah1b1	PMID:14507966		GO:0043087	regulation of GTPase activity	IMP	MGI:MGI:2384054		20080114		NCBITaxon:10090
BHF-UCL	MGI:MGI:1096345	Gckr	MGI:MGI:1354534|PMID:10713097		GO:0033133	positive regulation of glucokinase activity	IMP			20100929		NCBITaxon:10090
MGI	MGI:MGI:1096345	Gckr	PMID:10713097		GO:0033132	negative regulation of glucokinase activity	IMP	MGI:MGI:2386670		20140714	GO:0004340	NCBITaxon:10090
MGI	MGI:MGI:1351314	Slamf1	PMID:22493499		GO:0050790	regulation of catalytic activity	IMP	MGI:MGI:3044919		20140130		NCBITaxon:10090
MGI	MGI:MGI:1096338	Ephb6	PMID:15599401		GO:0032092	positive regulation of protein binding	IMP	MGI:MGI:3522020		20150729		NCBITaxon:10090
UniProt	MGI:MGI:1096330	Bad	MGI:MGI:4453294|PMID:19915011		GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	IDA			20110328		NCBITaxon:10090
UniProt	MGI:MGI:1096330	Bad	MGI:MGI:3778846|PMID:18223655		GO:0033133	positive regulation of glucokinase activity	IMP			20110323		NCBITaxon:10090
MGI	MGI:MGI:1096330	Bad	PMID:14967141		GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	IMP			20070212	GO:0097153	NCBITaxon:10090
MGI	MGI:MGI:1337096	Rnf7	PMID:10082581		GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	IDA			20000824		NCBITaxon:10090
CACAO	MGI:MGI:1096327	Axin1	MGI:MGI:3521522|PMID:15526030		GO:0045860	positive regulation of protein kinase activity	IDA			20111211		NCBITaxon:10090
BHF-UCL	MGI:MGI:1096327	Axin1	MGI:MGI:3628833|PMID:16601693		GO:0051443	positive regulation of ubiquitin-protein transferase activity	IMP			20100728		NCBITaxon:10090
